user_id,last_10_interactions
5056,1070 3594 2313 2774 1240 3227 3338 512 2587 2119
5057,3426 2721 702 1545 1528 17 481 3466 3427 1619
5058,2564 951 3701 1289 760 1391 784 1762 2636 1240
5059,251 1707 2509 1614 2603 587 604 3022 2580 3692
5060,2410 2327 3142 274 239 2005 2836 874 1824 2794
5061,3687 1678 340 2306 593 2076 950 863 1382 1956
5062,2539 2148 2961 818 1573 3313 140 317 708 3173
5063,1371 1963 3213 2709 2727 2308 691 2636 2934 1012
5064,224 1919 2876 2755 1818 1940 2545 157 105 1310
5065,2639 3298 3052 3463 2528 706 372 1452 3639 1361
5066,467 1082 3317 1086 1592 802 2814 2652 2662 3091
5067,2321 3697 2378 2101 2530 143 1656 3531 670 2708
5068,109 138 2354 3565 1681 1982 1912 2606 3245 1481
5069,132 2784 1354 3423 2384 3692 3424 2327 2248 2493
5070,2044 2252 3606 1335 625 2117 2437 3546 1648 1525
5071,1830 475 428 2136 2606 2900 2273 904 1916 568
5072,454 2474 772 2534 1804 136 2557 732 1295 2732
5073,350 1012 3396 268 1220 1928 3424 1073 1756 3325
5074,902 2250 2468 2626 2757 205 1640 165 2967 1271
5075,2470 1681 3665 1186 2354 1711 1057 502 3048 761
5076,3418 2466 2833 2664 2470 3692 1456 1205 2281 2402
5077,1781 1560 2774 1371 1278 3205 855 527 3365 2256
5078,2054 1887 1811 2402 1893 1404 810 3253 1348 1456
5079,394 2555 1332 2924 1876 35 3393 3596 62 1259
5080,410 2088 2570 1011 1657 147 1487 2420 1212 680
5081,2437 3086 880 2500 2480 131 2950 1627 2484 904
5082,531 700 195 980 62 2013 673 3161 1965 3009
5083,2062 624 1836 3185 3616 1357 1092 2125 1527 3194
5084,1379 1975 1859 472 883 3418 2136 553 1830 1982
5085,1462 1814 3205 947 530 1848 2308 3116 2636 1341
5086,2277 1211 2366 2630 394 619 1001 169 451 1086
5087,1517 2849 810 3187 1060 270 2653 79 2037 1348
5088,79 3656 1246 1700 452 2345 1459 232 778 3600
5089,796 1186 36 2643 3701 1736 1014 2639 3231 465
5090,700 75 2185 1043 2275 1866 3002 2343 1597 1835
5091,1076 3608 3657 1965 2593 2403 1422 3384 3691 1259
5092,2983 910 1631 3186 714 3662 2758 368 2845 3510
5093,3120 3669 1315 3670 3553 984 1178 1932 2291 3435
5094,2762 450 3222 84 3002 506 3676 1976 430 859
5095,2529 2370 220 3306 771 1309 3656 1848 472 1868
5096,1627 527 3438 1227 2024 1023 3437 2691 3513 933
5097,1815 2776 3656 2256 1376 3646 3583 611 2673 631
5098,1316 3529 1543 2236 1382 3474 508 561 1927 3353
5099,1633 726 2265 453 1459 2602 568 3613 719 2090
5100,1816 2290 1658 1782 1001 513 790 1960 2534 451
5101,528 3448 409 1762 3562 640 1807 1002 2281 529
5102,979 3214 2551 155 3090 1818 2690 2618 1479 311
5103,3406 452 648 1459 93 779 2248 2384 3364 573
5104,1223 3656 2075 867 3205 1809 283 246 2261 619
5105,3624 1578 1290 1622 2876 2610 1919 1794 2815 2332
5106,3418 1464 1557 317 2069 1059 1595 511 2790 1058
5107,3656 452 1337 2603 501 3022 1921 3282 2969 2038
5108,1968 1865 541 1659 3412 3348 2668 2514 3613 648
5109,1955 3423 472 2223 763 1002 1146 1743 2603 2609
5110,3191 292 1252 1498 1555 1401 1389 47 3365 3253
5111,650 512 2774 2920 1669 1032 2256 1052 1377 2370
5112,2129 82 298 1868 382 857 452 802 2592 3367
5113,1179 696 3089 2358 2597 1820 464 994 814 1166
5114,261 3595 2737 1279 3456 3379 3311 2946 322 1504
5115,188 2112 1690 3696 1057 3074 1001 3535 1382 2261
5116,1489 147 2884 3526 3277 1268 2258 3683 1172 1638
5117,784 1752 793 2468 774 3670 1012 2249 658 2512
5118,2366 2862 2784 2588 944 1039 1583 2297 1211 476
5119,346 3107 424 2269 1166 2908 2840 2127 1913 1699
5120,2290 1337 3595 3216 392 529 3413 823 1318 2273
5121,278 73 2190 611 1341 188 2345 476 1775 1086
5122,527 3086 2140 3669 1655 3513 2480 1033 859 3362
5123,1528 1545 1560 488 174 3256 188 3035 2185 1086
5124,3125 187 2807 234 3431 1781 887 1405 1278 1669
5125,1131 3313 3286 774 1491 1831 183 2602 2980 2450
5126,3071 2158 2500 616 2584 3266 2125 1427 1067 3435
5127,456 2257 3030 2849 3078 978 810 174 801 3600
5128,3276 1615 2802 279 1309 2800 3255 2023 2797 822
5129,3696 3227 2587 2636 1808 760 2119 1811 307 2281
5130,1462 2819 1527 3405 884 1773 2354 1171 680 563
5131,1638 620 2904 2388 175 3097 2592 434 930 2885
5132,2311 234 2643 1371 3157 438 578 3111 473 3415
5133,620 241 1487 1952 1475 1912 3463 467 2643 3660
5134,1800 2076 1077 790 2187 1181 3264 2051 3589 633
5135,1096 762 1687 2186 3185 2584 2060 994 818 2363
5136,1377 2109 2916 979 724 221 3133 2132 1460 1827
5137,2453 3600 2460 3116 710 1859 3269 1948 2817 539
5138,3475 1753 529 2006 2308 2297 2054 3557 2400 1240
5139,2465 52 3548 131 461 1655 755 506 2639 261
5140,2956 3360 1001 1670 3543 2732 1328 2480 2528 3474
5141,3620 2673 3463 2559 2956 3256 2345 3360 467 3474
5142,3059 3692 1615 2732 1711 3049 1186 2128 124 1223
5143,2275 3531 628 2748 1054 1245 3309 1433 1538 2924
5144,1427 650 382 2424 2916 1781 234 1315 1801 1475
5145,169 2297 1583 1812 410 3269 892 2036 3665 2352
5146,2176 1729 233 73 2763 2284 204 2773 3298 3323
5147,3358 1956 1617 3349 799 2757 2980 398 2314 774
5148,3276 3600 312 2256 451 1340 1592 1439 3142 2210
5149,3016 2424 2588 2119 135 1960 420 2128 2636 887
5150,1428 1173 2475 3600 312 467 3502 1633 2921 2224
5151,3656 1583 3269 1039 3350 1590 474 2127 1300 569
5152,517 204 3528 2636 1070 1808 253 2335 3227 3298
5153,2058 3337 1858 783 1227 839 138 3075 1605 790
5154,3269 3417 169 2973 772 2184 1173 3505 2953 1024
5155,785 2801 3046 1746 1792 2757 176 1640 2277 106
5156,1705 1049 138 3353 3116 785 333 2309 305 1807
5157,1855 2626 2732 944 3053 2857 2210 1039 1211 1583
5158,3306 1699 3205 3579 2947 3247 3362 1800 2218 3474
5159,2472 3155 1735 1096 3371 868 1824 1690 2038 2280
5160,619 1027 1516 2840 1699 853 3110 3066 1354 2603
5161,1831 2980 485 3238 2129 331 2625 3046 3327 640
5162,2697 2557 3533 1492 2274 3411 1617 2237 2222 904
5163,1722 1040 2122 1946 3640 3105 1980 401 2664 2119
5164,1023 530 2686 2421 1746 2250 3350 3628 1560 2518
5165,250 1630 2031 2960 3621 3363 1686 2810 857 1173
5166,796 1633 772 3671 3463 2128 1492 494 3529 1543
5167,1645 2709 2293 2466 498 3533 3456 796 1279 256
5168,1792 289 719 305 2924 3298 2602 3448 2528 487
5169,1700 2476 1813 3101 1246 1562 350 2518 232 1393
5170,2152 3481 700 2275 980 2145 3027 1919 1920 195
5171,202 2602 2515 2128 94 1668 409 1316 1928 707
5172,1403 1296 2487 85 652 385 3153 881 777 2290
5173,512 1973 212 795 2259 951 3435 2947 3534 1337
5174,79 2281 772 2031 93 3489 2988 3638 2862 2466
5175,429 2256 3365 312 1377 3415 905 2370 2981 2574
5176,2931 618 2798 779 1505 796 3013 28 494 1459
5177,3577 1517 801 2162 3187 3082 2983 1559 2849 1801
5178,1501 3205 1848 74 883 872 2840 1160 1309 2140
5179,528 1086 702 452 3577 438 3614 1734 2470 3692
5180,1571 1924 2148 2528 2570 2366 409 1316 1453 3476
5181,3124 1686 3019 114 1574 1785 1479 1092 2994 1332
5182,2622 3119 905 3133 186 2625 650 2354 234 1827
5183,971 1657 3269 2170 112 2699 2319 817 372 59
5184,512 1086 3687 2354 1573 382 2428 1427 2916 1560
5185,79 2249 984 2617 293 2271 702 2338 802 3382
5186,35 2900 2942 428 214 1295 2606 806 1868 1568
5187,2848 3225 609 3670 1830 3371 3335 402 3000 1216
5188,2327 796 618 3151 2578 1223 3424 3423 1186 732
5189,2397 563 3660 3345 603 2485 1096 2338 293 2128
5190,512 264 2354 1560 2774 3431 2643 1371 1475 3205
5191,2175 1490 382 2129 2169 1491 487 1462 1100 3020
5192,79 989 2291 3205 2670 3317 2060 994 2147 3187
5193,1560 3272 584 119 1216 2980 2602 1078 2732 2210
5194,3639 1436 1193 2291 2960 3438 947 1404 1832 1304
5195,604 2313 1001 2486 2956 2857 3705 3049 1711 424
5196,3042 2512 1707 184 3151 2791 463 772 3529 132
5197,1699 3668 1378 3396 2230 2692 2510 476 93 1638
5198,2587 2119 3000 3298 1848 2335 1645 2636 1504 1100
5199,2187 1316 2862 232 2564 1543 2999 817 2874 2176
5200,523 2688 799 375 2541 113 543 3511 1546 3022
5201,3098 2452 387 1439 3264 1178 3023 169 2366 1960
5202,2387 3000 472 463 138 1140 3013 3694 707 476
5203,2151 932 3592 1059 706 2718 459 1298 1464 1692
5204,707 351 213 855 3002 644 127 1835 3071 1052
5205,2623 1668 77 2148 883 1173 1316 2933 3683 2664
5206,304 2005 778 1456 819 1956 1781 487 382 1348
5207,772 1186 3153 3013 2510 1543 2862 1223 2275 213
5208,3527 1956 1814 3705 1001 1374 2636 2587 3227 512
5209,1044 978 609 3335 2980 584 2541 463 2763 640
5210,1887 2327 2646 2402 3610 1893 1367 2474 2515 2054
5211,3657 2960 106 1098 1351 2091 3122 93 779 1220
5212,2991 2237 2215 331 2048 2379 110 1939 3437 3021
5213,2146 915 2208 3569 657 2813 1541 3036 2570 529
5214,737 2468 2331 3408 1131 1216 1736 1956 2342 2980
5215,1692 1892 2528 230 1651 255 858 2773 1082 741
5216,289 2314 3350 94 3334 1353 487 1858 3537 463
5217,528 692 3180 3476 94 2813 1634 2973 2216 867
5218,2568 1316 2820 3529 160 2564 3013 2966 168 751
5219,43 3371 3318 1191 20 2480 868 1458 1830 1725
5220,3405 2189 2157 288 3565 642 959 2117 3335 145
5221,1839 2068 2925 3023 563 2060 1795 3216 3051 1030
5222,601 1736 1960 3141 3668 1083 790 1030 2366 6
5223,1443 1343 1493 3698 2794 1027 2472 636 465 1423
5224,2602 2626 3048 2331 3049 169 1913 543 2278 2297
5225,3035 295 1004 3190 1458 2397 1323 603 1007 1939
5226,1630 242 2756 1424 2777 1285 2658 589 2505 3614
5227,2129 37 1808 2308 3247 135 2840 2687 3046 1568
5228,868 183 3608 1545 3425 2397 2112 3690 1639 2170
5229,283 3408 1248 1825 1666 3220 212 1617 16 1546
5230,1827 901 1315 3431 3479 573 528 878 429 2110
5231,1084 1371 2646 1775 1912 2830 153 2466 1177 2402
5232,3396 3576 2814 2518 1545 3187 79 3600 3406 3656
5233,2636 2199 3352 3116 1814 3402 3677 3532 188 2306
5234,3251 724 382 2774 2572 1801 1560 2643 1245 429
5235,911 2919 638 341 1569 2064 1354 601 1736 1300
5236,3393 2501 3287 3101 2337 819 107 801 2572 1725
5237,2326 113 784 307 2063 3677 663 3298 2774 1070
5238,2328 1030 119 3377 3441 2169 3537 1930 829 1316
5239,2265 1916 3537 2596 3013 1315 120 1590 2528 1793
5240,2906 1118 3411 2397 430 657 818 1532 1184 3067
5241,2666 2014 1443 1446 2593 501 1343 2047 1096 335
5242,3669 2140 2538 2136 1961 1501 810 3051 2643 1045
5243,663 2603 2630 105 2636 1696 3331 2222 1376 2559
5244,563 1762 1279 3424 3334 1860 2402 2603 3638 537
5245,3116 3059 3113 1816 2757 3016 1040 1658 2645 1001
5246,584 972 3238 2963 2175 2273 785 476 1871 3472
5247,1039 3584 3243 1724 3064 872 1556 521 1788 2563
5248,1782 1403 674 2501 3646 1030 3665 2366 2534 3668
5249,1100 324 2780 182 2999 1892 360 1127 1956 59
5250,1699 3367 1809 3438 1633 3111 2140 784 3608 3298
5251,1814 583 3020 2636 784 3677 764 2887 353 2780
5252,691 333 1307 3365 3390 1788 2947 2169 447 2328
5253,573 1460 1762 989 1548 577 3409 2186 617 69
5254,3036 646 3046 1833 2768 1546 1640 1542 99 3534
5255,1560 2934 3700 2355 1854 2319 2313 113 760 112
5256,1300 3262 607 160 3581 1045 1615 2337 2195 794
5257,3694 523 1540 3116 2591 2086 1761 935 1541 1946
5258,1605 35 3248 1168 2606 214 1188 2198 2337 1169
5259,3694 1560 2314 640 2617 2603 1831 1223 3272 2688
5260,3535 1747 1524 3448 1375 3059 2797 2575 581 2086
5261,868 1402 658 1403 618 2570 1460 3142 1118 1738
5262,3125 1543 1687 1086 2281 382 2311 1475 1560 438
5263,1612 2452 513 267 423 2580 1395 74 2272 1220
5264,1082 1464 2342 3521 2376 246 36 2885 1332 1617
5265,553 1481 2642 2688 523 573 312 3289 2633 401
5266,2342 1078 1753 2626 1913 1583 2784 2210 583 2857
5267,1309 1234 2763 3000 3493 2556 204 3298 1808 253
5268,1124 2827 1809 1365 3021 1023 2222 1746 972 1096
5269,3311 1046 1094 2653 488 2338 3539 312 1086 452
5270,2849 2541 2564 3316 1211 2297 3022 1583 2018 1039
5271,2743 2128 3438 3367 1184 1720 367 1309 220 613
5272,2185 2653 569 107 1517 1549 509 1603 609 1044
5273,589 1186 384 2564 3151 2365 3364 2327 3105 318
5274,3116 771 1615 3367 1240 2400 2646 3628 2915 3350
5275,2314 2152 1109 2025 1111 628 2125 3077 1058 1054
5276,2363 3404 1801 2865 810 1687 2227 270 1545 1822
5277,2582 2775 3704 225 2732 2794 550 309 74 1178
5278,2999 1053 99 1956 2874 2857 339 3705 646 212
5279,947 1365 3669 220 1524 1240 1073 1023 2400 3668
5280,416 2622 3231 2370 482 2402 2674 472 1980 538
5281,401 1912 3131 481 2488 3317 1360 2673 1177 2603
5282,1376 3382 1039 3216 2056 922 225 2366 3243 133
5283,1076 1044 2181 1603 3544 3371 636 1082 3670 2140
5284,2338 3657 2801 2291 2090 941 1832 106 2960 932
5285,433 2954 2780 477 2943 1460 1639 1733 231 3372
5286,3247 1916 677 333 1800 476 3075 1811 202 2606
5287,171 1418 2227 2205 1670 378 3341 1801 427 270
5288,3402 463 476 3013 2654 2024 941 2874 2718 2932
5289,2054 883 2224 1371 3402 2528 1615 2402 2281 1811
5290,3409 3153 3529 1543 2862 1950 3013 1811 2122 3116
5291,1960 1475 1039 237 1548 2789 1725 2335 617 1983
5292,3677 1820 2574 2068 3133 2005 2402 472 3529 2379
5293,2534 1078 3677 463 458 456 837 3078 422 1060
5294,36 1505 3022 732 3153 1316 3013 707 2650 3546
5295,512 2281 221 382 2774 1781 1315 1560 2643 1801
5296,3361 1377 1460 2998 878 1781 188 409 1560 1186
5297,2616 1533 1462 1794 1094 1619 2096 2181 1893 2819
5298,2850 3423 3655 1300 2230 523 779 2248 3153 944
5299,3119 402 3406 1491 3327 1811 2757 1956 863 3101
5300,3600 962 275 2692 3173 989 2880 2273 607 2580
5301,1725 1652 3532 2119 512 3227 1811 2281 476 1640
5302,3130 3410 3294 1169 1771 751 1512 581 104 3673
5303,1758 1923 677 2048 1655 1765 3085 3438 857 3067
5304,124 1807 1404 1615 1840 863 3203 452 2402 909
5305,512 2588 1583 136 1186 383 2091 573 93 618
5306,779 1638 3180 2510 777 253 654 3151 2828 856
5307,452 545 2465 1889 2956 2140 361 868 2397 3628
5308,3674 1711 1205 3105 829 494 1912 1317 2195 1775
5309,1186 3418 1560 3153 3013 2664 2470 2327 707 3529
5310,782 1373 2384 3551 2227 1549 569 3471 511 700
5311,609 1060 3394 107 488 3187 1424 3656 636 1937
5312,350 3358 232 1864 79 1657 2557 707 762 2849
5313,1711 1548 2210 3693 1403 1598 1505 1223 36 3473
5314,2312 3684 2564 1084 1331 2286 472 1906 721 382
5315,90 1073 16 1356 2458 696 1723 1921 212 99
5316,3580 3113 3086 3203 361 3107 2370 1328 2136 626
5317,1315 528 3013 1316 1223 452 3658 3240 2152 2041
5318,1936 204 184 1377 1709 2068 2379 605 2639 1250
5319,92 36 375 762 545 3583 152 1057 3557 2389
5320,533 3299 3639 1538 247 2853 3213 3513 1533 1722
5321,1242 323 964 1493 2807 934 3167 3097 3119 550
5322,1583 36 1039 3022 2727 2564 3030 2185 2205 1545
5323,3421 41 3370 3301 1844 1800 2122 730 176 3337
5324,1619 213 128 2350 743 555 3685 697 475 1127
5325,1781 3035 1278 488 2363 1400 762 2185 2432 2639
5326,3187 452 2261 2402 1960 119 1030 1952 1828 3377
5327,3238 1491 1617 1328 3220 2602 398 584 2980 2757
5328,640 2501 2297 3049 1855 2602 2603 2732 2630 2688
5329,3529 1700 1543 94 540 2914 3238 1560 2527 3431
5330,1950 1238 1172 2402 399 1186 3269 3022 2688 3692
5331,2768 621 2194 1304 3046 793 3463 1030 208 2817
5332,1086 2626 1007 283 397 2050 2468 1248 1595 2528
5333,2774 3379 1648 188 2636 2432 3471 211 2370 3678
5334,3530 3482 1615 1916 2432 94 1603 1376 609 3030
5335,333 3628 1615 3350 1315 2148 463 1560 1887 640
5336,1178 3565 1218 2379 119 640 2210 3535 3597 2256
5337,169 1913 2326 3049 2633 543 1736 1831 3332 2510
5338,2643 2858 2363 1818 1633 2382 905 467 246 472
5339,2210 3595 184 2502 1638 2817 2991 2676 573 1279
5340,1587 1787 876 1803 2925 1918 1921 1149 3381 605
5341,3630 2480 2136 1052 1248 1686 2780 2194 3701 3438
5342,3456 2789 3423 2862 3289 1279 796 36 1505 2527
5343,1279 3151 1471 2338 99 2485 944 3534 2874 1211
5344,2291 453 3465 3476 3535 1178 1463 402 931 2056
5345,3090 1337 905 2068 3256 1510 1436 2593 1919 1131
5346,1744 1644 1586 517 3020 1059 3291 2220 1449 1652
5347,2458 3325 3282 145 2136 1692 3496 966 1073 1398
5348,1112 1143 555 1252 2082 321 397 2010 1498 411
5349,2018 1045 1134 3403 408 2706 382 2604 1993 580
5350,2592 1073 3463 868 2785 462 2579 2246 1436 58
5351,2800 3677 2956 2410 12 3646 1001 1811 1083 2402
5352,2457 880 2732 513 1296 613 3082 1916 79 2756
5353,1573 3234 1216 2194 2613 3358 3349 119 331 3215
5354,2273 2331 1746 944 2626 2757 1211 1078 1030 1960
5355,476 640 1831 3694 2630 2646 463 2342 1711 1617
5356,1044 609 3371 3485 3670 1037 2980 2653 1517 312
5357,1747 3142 883 1968 2256 1884 3646 472 1830 2387
5358,398 2048 1303 1850 3027 2222 376 3005 3327 3051
5359,1722 2272 3671 2857 2056 2452 423 1178 3141 3051
5360,2128 2606 428 3248 2990 740 3013 870 93 1560
5361,2116 2248 1603 3335 2541 1936 1375 1593 2664 1376
5362,3013 3272 3409 2908 1333 1124 3046 2757 3567 972
5363,3171 1633 2878 1439 790 3299 153 2279 801 1573
5364,1850 650 293 1365 2222 2960 1491 3046 2141 3286
5365,2572 2972 3111 462 3597 1720 3669 657 2717 2122
5366,2185 3570 2274 2561 3035 1630 2519 1142 2981 1686
5367,3441 3365 3172 2169 3013 1316 3409 3153 3426 1753
5368,1067 1264 1058 2698 3071 890 1920 879 2340 96
5369,2117 289 1353 361 717 2273 2282 3101 124 687
5370,2119 237 1406 1186 273 2709 498 3489 2335 1536
5371,1687 2363 3439 2561 702 1902 3035 389 569 1960
5372,796 545 2564 3655 136 741 1279 1543 3551 3358
5373,3248 3317 543 2603 138 82 1475 3529 214 2745
5374,1760 395 3537 2293 187 3125 2009 2091 498 618
5375,1272 1179 3243 824 3198 2365 3202 1348 1393 3311
5376,169 2210 2501 1583 2784 2510 512 1956 2295 283
5377,132 922 966 1233 782 1644 3493 2541 3171 1512
5378,807 1699 2840 1401 1937 1354 3382 2470 2256 2086
5379,2930 3082 1223 2327 2281 184 1762 3638 741 136
5380,1858 584 493 528 1300 3204 2664 1376 640 2541
5381,467 2376 1037 2342 1801 2849 1272 570 978 174
5382,605 3409 3476 1528 3685 763 3493 2366 320 1583
5383,2354 2428 2916 2311 1781 234 724 1315 1560 1278
5384,3669 1184 790 650 530 1057 124 2664 3215 3690
5385,2643 2572 1669 3205 1032 1422 2256 1052 1377 2639
5386,622 1726 1556 3390 863 2774 2233 1272 1426 2338
5387,1512 782 3701 2176 1398 966 1848 164 3171 204
5388,512 2354 2424 382 2572 221 1560 2774 2643 3701
5389,2835 3364 1279 779 3423 2676 1268 1487 3653 3251
5390,3349 119 640 2732 2067 3022 2603 543 1855 2210
5391,79 389 3506 2914 560 3600 1630 242 3656 452
5392,621 3051 2297 1960 1030 1211 1039 1583 2630 2210
5393,2402 1670 2068 1754 467 979 857 780 1052 1835
5394,766 1501 1336 3171 1032 438 2323 819 1335 1733
5395,2486 3022 3705 2625 2354 512 887 2916 1315 2266
5396,2293 225 2798 2086 3082 3062 2165 2230 1614 2828
5397,717 2630 3694 3066 169 2956 512 740 214 1527
5398,1516 2840 1473 1299 1699 223 941 1132 995 666
5399,2556 762 79 3406 232 3022 2501 3248 214 1172
5400,2342 2261 2960 1079 165 3628 601 902 2933 1828
5401,650 778 1560 3157 2572 107 802 1052 2382 1470
5402,2958 2834 1264 3658 2082 174 2340 96 3184 353
5403,598 475 2602 476 163 3262 1962 19 474 1039
5404,3382 1398 3023 3163 1592 2107 161 834 2710 3122
5405,609 3335 1830 107 1504 2149 782 2653 2338 1640
5406,174 3071 1920 680 1527 1067 2613 182 105 563
5407,2012 47 2050 728 1498 1252 2229 2295 1169 2795
5408,923 3593 1010 1031 1223 1045 713 3154 2535 1919
5409,2773 1140 1051 476 124 318 1859 6 1316 887
5410,649 1546 502 1108 283 828 1753 584 1131 2331
5411,3173 2862 2223 3153 2031 3225 1745 2528 289 2110
5412,2310 806 2198 3530 331 3435 1617 1169 3482 29
5413,2653 1037 2205 3030 2574 1272 528 554 3306 1493
5414,1164 1788 2947 1316 902 2980 3534 3327 1746 1078
5415,3238 1025 2734 3367 3411 1615 3131 463 2290 136
5416,188 3402 3116 3474 3390 1227 2086 3448 37 1848
5417,2885 1505 2488 2877 3670 2980 2387 2214 584 463
5418,2784 2931 2389 2777 2557 1804 512 523 1814 2692
5419,1997 1354 798 2278 2785 907 3613 3072 1727 3206
5420,1736 1376 3473 1804 2580 1392 1569 3110 2031 2953
5421,2868 1316 1223 880 1543 2427 707 732 1401 183
5422,3677 1889 3431 3417 2006 37 3247 2281 1421 2054
5423,1062 3031 1505 213 817 423 1732 1960 1211 1039
5424,2237 213 3002 1007 16 3053 2050 283 2626 397
5425,802 1754 978 488 1573 174 1086 1686 762 2892
5426,2844 1205 3204 2785 3425 3035 2053 882 762 452
5427,1855 2210 3022 2688 1691 1814 119 2042 3013 1505
5428,1667 2653 427 1337 1884 312 1083 1975 2768 1428
5429,1086 1568 1585 2110 2891 2119 738 392 1535 2479
5430,3423 1638 779 3153 3013 523 2931 796 3372 1956
5431,1482 1353 1638 260 1227 361 1177 285 880 1040
5432,3372 2743 423 3649 1150 3023 3436 513 451 190
5433,817 3700 233 2655 1036 372 784 1070 1391 1725
5434,454 1353 3216 3153 2732 3417 741 3151 202 423
5435,2363 810 3539 1686 2574 1902 1884 312 452 3406
5436,2561 2185 3600 648 225 1453 2947 1024 1516 2054
5437,1587 3408 3172 119 3215 3238 584 2342 1831 2331
5438,1555 1250 498 589 2424 1439 124 3402 688 426
5439,232 3506 4 1688 69 2308 462 1840 771 1765
5440,160 3409 779 3212 2569 124 1223 3595 298 228
5441,3372 3007 1801 331 1600 2700 810 2397 983 3076
5442,2981 2621 2090 332 1711 1855 3665 1884 1543 3013
5443,1512 1309 1808 3557 2541 917 2412 3454 2499 1514
5444,3013 2862 1543 204 784 1811 1762 3677 1191 398
5445,543 3022 2314 707 305 2862 1077 1223 1543 3529
5446,779 93 1638 1487 236 3289 3072 2789 2080 1098
5447,3404 1700 232 569 702 3539 1573 3433 2037 2892
5448,85 2261 372 2004 1486 1398 16 188 7 1013
5449,1470 2068 2574 1510 246 2342 1011 911 3568 2277
5450,1801 1616 3690 802 3030 1545 1517 3341 174 2653
5451,3013 1316 652 2862 472 4 3441 2175 1831 1304
5452,3544 105 781 3294 335 248 911 791 2064 3428
5453,2358 1149 3126 743 1032 3415 3021 2924 817 668
5454,3692 2327 2603 1481 132 1583 3409 3022 3013 1279
5455,3606 2956 1192 2920 175 1586 1533 1335 2024 1678
5456,2023 2345 3656 457 666 25 1353 849 2 3537
5457,2655 2480 1328 3235 1263 2483 1487 3653 3704 1316
5458,2980 621 208 1271 2358 2337 2316 331 3405 1868
5459,1560 2273 2980 1365 2535 3036 1304 584 463 2336
5460,463 2557 2035 2653 3187 3311 3656 1051 2502 442
5461,1638 367 2674 655 3638 3418 1711 3692 2470 2202
5462,3435 3685 957 205 2877 1617 3482 771 971 3529
5463,1073 2700 315 3325 2997 818 3067 1184 2024 2421
5464,389 1086 609 1368 3183 3029 2862 331 2273 2088
5465,542 1560 2646 3293 1699 2564 883 124 2314 978
5466,618 1873 1712 1067 411 2059 2218 1004 3036 2128
5467,1560 1811 3153 472 1316 2281 2402 3409 2564 2473
5468,487 2127 3066 2256 2840 569 3529 2533 1936 3187
5469,2222 2194 2468 2237 672 3005 1770 3371 2186 165
5470,2067 1792 1197 569 2688 1811 1462 1471 2999 1814
5471,2757 793 2501 1568 99 3053 214 2129 1172 3262
5472,1830 3415 298 1259 3225 3247 289 1787 1726 1132
5473,1272 3423 279 772 2050 2012 1256 618 2988 2277
5474,818 672 1018 293 2535 1850 2768 2860 815 3534
5475,1905 3435 52 163 501 2132 3191 983 3411 3358
5476,621 772 6 1011 3529 1615 3276 2980 3194 640
5477,2086 3353 1655 3448 2370 1807 2509 1887 2523 3259
5478,3668 1376 1316 2745 2466 2073 2606 917 3389 1401
5479,1279 3395 796 2312 426 36 1702 3641 2791 2011
5480,778 1459 2510 3665 3533 925 3516 3652 136 1354
5481,2120 1820 2431 422 2924 47 3044 2657 1493 1155
5482,1848 1132 2960 1698 2076 1746 2692 15 1191 3546
5483,1377 549 1781 2500 221 3253 382 188 409 2402
5484,3142 887 2774 2424 382 1315 3701 2266 3111 1669
5485,2617 1787 2908 1316 94 2980 2468 3660 3005 2194
5486,1493 2088 642 2257 107 1950 2345 1179 3116 984
5487,802 2006 3276 529 2474 2387 956 94 3615 3482
5488,2273 398 1099 430 3042 1501 3297 1193 3513 2024
5489,922 246 2256 3246 1227 1946 2044 2054 188 2007
5490,136 577 2676 2931 1186 3051 165 2768 1271 2328
5491,666 2339 748 2438 3463 1259 1947 2885 857 1605
5492,1451 1839 3019 3050 584 3000 2763 1966 783 1937
5493,2474 2006 2070 2646 1057 3116 367 3151 652 2817
5494,1100 3002 2780 2946 163 2397 2259 1044 2218 3345
5495,406 3557 1858 1279 1807 2956 2732 2256 2528 1593
5496,2625 2807 1427 2916 234 1827 1560 1278 2902 438
5497,59 2119 3338 1070 2335 248 341 853 1197 3296
5498,213 1836 3161 612 3002 3405 3360 743 3667 563
5499,1639 1692 168 166 1533 872 2139 3669 3513 2136
5500,1757 2139 830 534 467 3513 246 879 2379 1510
5501,2012 1264 1423 3071 2899 1252 2340 3094 1498 2218
5502,2326 2050 3410 2899 3184 2012 2295 2481 1546 3511
5503,2104 410 1812 451 3526 2602 3141 3023 384 2709
5504,394 711 2397 3253 734 2527 304 3051 1690 2959
5505,6 3694 512 1376 1211 2664 2626 2256 1011 1855
5506,3311 487 3318 3435 2008 2625 1303 818 2338 2315
5507,2331 1861 2630 2342 696 2060 621 2297 165 3534
5508,3200 569 3159 1401 237 1300 2126 2175 1913 2646
5509,1211 1968 2646 971 2664 1102 1855 922 2366 1011
5510,978 2205 2185 174 1272 801 2653 427 1337 312
5511,512 2293 2230 523 620 2116 1413 3409 10 375
5512,3528 1428 3423 3141 3489 3317 1279 2338 1868 3341
5513,3329 3388 468 341 2443 474 3200 3428 1485 2097
5514,463 476 3529 609 801 3276 3656 2185 570 802
5515,3122 1593 573 383 2248 3551 779 1551 29 1309
